PROPOSAL_NO,PI_ID,COLLEGE_TEXT,SPONSOR_NAME,PROPOSAL_TYPE_CD,SUBMIT_DT,REQUEST_AMT,PROP_STATUS_CD,AWARD_NO,AWARD_AMT,DECISION_DT,AWARD_START_DT,AWARD_END_DT,EXTRACT_TS
LP-2023-00713,I1147,College of Social Innovation,Global Health Foundation,RES,20231021,146900.00,CLS,LA-2023-00713,144100.00,20231231,20240219,20250218,20260831 235900
LP-2025-00714,I1130,College of Engineering,Global Development Partnership,RES,20250430,40100.00,ACT,LA-2025-00714,36500.00,20250615,20250810,20280809,20260831 235900
LP-2024-00715,I1098,College of Engineering,Future Cities Foundation,EQP,20241126,97500.00,AWD,LA-2024-00715,86300.00,20250228,20250413,20260413,20260831 235900
LP-2023-00716,I1105,School of Law and Public Policy,Global Health Foundation,INT,20230709,210800.00,ACT,LA-2023-00716,140000.00,20231213,20240106,20250105,20260831 235900
LP-2023-00717,I1020,College of Humanities,Social Innovation Research Council,RES,20231109,55200.00,DCL,,0.00,20240325,,,20260831 235900
LP-2024-00718,I1028,College of Humanities,National Science Foundation,RES,20240727,535100.00,DCL,,0.00,20250127,,,20260831 235900
LP-2025-00719,I1040,College of Architecture and Design,Northstar Analytics,INT,20250606,77700.00,DCL,,0.00,20250916,,,20260831 235900
LP-2026-00720,I1018,College of Engineering,Apex Biotechnologies,TRN,20260713,81600.00,REV,,0.00,,,,20260831 235900
LP-2024-00721,I1148,College of Humanities,Social Innovation Research Council,RES,20240208,54300.00,DCL,,0.00,20240811,,,20260831 235900
LP-2024-00722,I1064,College of Architecture and Design,Community Wellbeing Trust,RES,20241020,215900.00,AWD,LA-2024-00722,180500.00,20250217,20250303,20280302,20260831 235900
LP-2023-00723,I1054,College of Science,Helix Medical Devices,RES,20231206,34100.00,CLS,LA-2023-00723,26000.00,20240311,20240330,20250330,20260831 235900
LP-2023-00724,I1126,College of Science,Urban Resilience Network,INT,20231015,75600.00,DCL,,0.00,20240422,,,20260831 235900
LP-2025-00725,I1167,College of Health Sciences,Department of Energy and Climate,RES,20250225,149200.00,DCL,,0.00,20250508,,,20260831 235900
LP-2023-00726,I1161,School of Law and Public Policy,Vertex Mobility Systems,RES,20230527,52900.00,DCL,,0.00,20231119,,,20260831 235900
LP-2026-00727,I1130,College of Engineering,Education Access Foundation,RES,20260711,327400.00,AWD,LA-2026-00727,309600.00,20260828,20260922,20280921,20260831 235900
LP-2023-00728,I1038,College of Science,Advanced Technology Agency,RES,20230721,27400.00,CLS,LA-2023-00728,26400.00,20240103,20240225,20250818,20260831 235900
LP-2024-00729,I1145,School of Law and Public Policy,Social Innovation Research Council,RES,20240310,252800.00,CLS,LA-2024-00729,174100.00,20240711,20240908,20250908,20260831 235900
LP-2023-00730,I1095,College of Health Sciences,Biomedical Discovery Foundation,RES,20230731,202000.00,ACT,LA-2023-00730,185300.00,20230922,20231018,20251017,20260831 235900
LP-2026-00731,I1007,College of Health Sciences,Natural Sciences Research Council,RES,20260427,1339700.00,ACT,LA-2026-00731,943100.00,20260822,20261023,20271023,20260831 235900
LP-2023-00732,I1137,School of Law and Public Policy,National Health Research Council,TRN,20230824,63100.00,ACT,LA-2023-00732,54600.00,20230930,20231123,20241122,20260831 235900
LP-2026-00733,I1133,School of Business,Natural Sciences Research Council,TRN,20260105,61300.00,DCL,,0.00,20260606,,,20260831 235900
LP-2025-00734,I1082,College of Engineering,Faculty Seed Grant Program,FEL,20250327,55100.00,ACT,LA-2025-00734,46200.00,20250902,20251025,20270418,20260831 235900
LP-2024-00735,I1034,College of Engineering,Civic Data Collaborative,RES,20241021,214000.00,CLS,LA-2024-00735,192300.00,20250414,20250520,20280519,20260831 235900
LP-2023-00736,I1057,School of Law and Public Policy,Global Health Foundation,RES,20230914,52500.00,ACT,LA-2023-00736,49800.00,20231207,20240117,20250116,20260831 235900
LP-2024-00737,I1137,School of Law and Public Policy,National Science Foundation,INT,20240915,103300.00,DCL,,0.00,20250131,,,20260831 235900
LP-2025-00738,I1068,College of Humanities,Northstar Analytics,INT,20251201,65600.00,DCL,,0.00,20260526,,,20260831 235900
LP-2026-00739,I1001,School of Law and Public Policy,Natural Sciences Research Council,RES,20260222,161500.00,DCL,,0.00,20260805,,,20260831 235900
LP-2024-00740,I1110,College of Science,Natural Sciences Research Council,RES,20240813,247100.00,WD,,0.00,20240921,,,20260831 235900
LP-2025-00741,I1129,School of Law and Public Policy,International Research Consortium,RES,20250214,38100.00,ACT,LA-2025-00741,24600.00,20250611,20250713,20270104,20260831 235900
LP-2026-00742,I1120,College of Architecture and Design,Apex Biotechnologies,TRN,20260410,22700.00,ACT,LA-2026-00742,17700.00,20260605,20260705,20270705,20260831 235900
LP-2023-00743,I1107,College of Social Innovation,Faculty Seed Grant Program,RES,20230210,129100.00,DCL,,0.00,20230612,,,20260831 235900
LP-2023-00744,I1153,School of Law and Public Policy,Interdisciplinary Catalyst Fund,EQP,20231208,57900.00,CLS,LA-2023-00744,40400.00,20240117,20240302,20250824,20260831 235900
LP-2025-00745,I1166,College of Science,Department of Public Health,RES,20251225,162900.00,ACT,LA-2025-00745,151300.00,20260309,20260420,20280419,20260831 235900
LP-2026-00746,I1013,School of Business,National Health Research Council,RES,20260406,210200.00,DCL,,0.00,20260819,,,20260831 235900
LP-2023-00747,I1144,College of Architecture and Design,Biomedical Discovery Foundation,RES,20231115,1439300.00,DCL,,0.00,20231223,,,20260831 235900
LP-2024-00748,I1096,College of Architecture and Design,Global Health Foundation,TRN,20240602,53200.00,DCL,,0.00,20240723,,,20260831 235900
LP-2026-00749,I1106,College of Engineering,Interdisciplinary Catalyst Fund,TRN,20260206,136900.00,CLS,LA-2026-00749,109100.00,20260812,20261022,20281021,20260831 235900
LP-2025-00750,I1087,College of Health Sciences,Internal Strategic Research Fund,FEL,20250628,290100.00,CLS,LA-2025-00750,220500.00,20250912,20251026,20271026,20260831 235900
LP-2023-00751,I1060,College of Humanities,Education Access Foundation,INT,20231118,160900.00,DCL,,0.00,20240114,,,20260831 235900
LP-2024-00752,I1039,College of Health Sciences,National Health Research Council,RES,20241004,197100.00,ACT,LA-2024-00752,176100.00,20250112,20250201,20260726,20260831 235900
LP-2025-00753,I1098,College of Engineering,Global Health Foundation,INT,20250920,48200.00,WD,,0.00,20260111,,,20260831 235900
LP-2023-00754,I1117,School of Business,Ontario Research Fund,RES,20231016,157900.00,CLS,LA-2023-00754,123200.00,20240228,20240423,20250423,20260831 235900
LP-2024-00755,I1150,College of Science,Northstar Analytics,RES,20240513,59300.00,ACT,LA-2024-00755,54000.00,20240915,20241016,20260409,20260831 235900
LP-2026-00756,I1116,College of Humanities,Department of Public Health,TRN,20260124,113900.00,DCL,,0.00,20260325,,,20260831 235900
LP-2024-00757,I1172,College of Humanities,Biomedical Discovery Foundation,RES,20240111,244600.00,CLS,LA-2024-00757,240500.00,20240327,20240415,20251007,20260831 235900
LP-2024-00758,I1126,College of Science,Vertex Mobility Systems,RES,20240714,78400.00,DCL,,0.00,20241209,,,20260831 235900
LP-2026-00759,I1151,College of Health Sciences,National Health Research Council,FEL,20260503,29600.00,REV,,0.00,,,,20260831 235900
LP-2025-00760,I1035,College of Social Innovation,Natural Sciences Research Council,INT,20250218,126800.00,AWD,LA-2025-00760,96700.00,20250421,20250621,20280620,20260831 235900
LP-2026-00761,I1177,School of Law and Public Policy,Department of Energy and Climate,RES,20260706,869100.00,AWD,LA-2026-00761,767300.00,20260831,20261030,20281029,20260831 235900
LP-2026-00762,I1145,School of Law and Public Policy,Faculty Seed Grant Program,EQP,20260614,84400.00,DCL,,0.00,20260831,,,20260831 235900
LP-2024-00763,I1083,College of Social Innovation,Natural Sciences Research Council,RES,20240718,62100.00,DCL,,0.00,20240906,,,20260831 235900
LP-2024-00764,I1048,College of Architecture and Design,Advanced Technology Agency,EQP,20241227,220800.00,CLS,LA-2024-00764,162400.00,20250215,20250225,20260225,20260831 235900
LP-2026-00765,I1014,College of Science,Faculty Seed Grant Program,RES,20260218,38600.00,AWD,LA-2026-00765,34800.00,20260717,20260912,20290911,20260831 235900
LP-2024-00766,I1004,College of Humanities,Natural Sciences Research Council,RES,20241103,249400.00,ACT,LA-2024-00766,178700.00,20241208,20250114,20270114,20260831 235900
LP-2024-00767,I1099,College of Social Innovation,Education Access Foundation,INT,20240521,250400.00,CLS,LA-2024-00767,231200.00,20241011,20241125,20251125,20260831 235900
LP-2023-00768,I1139,College of Social Innovation,Department of Public Health,RES,20230727,53800.00,ACT,LA-2023-00768,53100.00,20230926,20231105,20241104,20260831 235900
LP-2023-00769,I1178,College of Engineering,Department of Energy and Climate,RES,20230713,63600.00,ACT,LA-2023-00769,43000.00,20230914,20231120,20261119,20260831 235900
LP-2024-00770,I1071,College of Health Sciences,Northstar Analytics,RES,20241112,444000.00,ACT,LA-2024-00770,288300.00,20250115,20250211,20260805,20260831 235900
LP-2023-00771,I1093,School of Business,Global Health Foundation,RES,20230126,494100.00,CLS,LA-2023-00771,334600.00,20230707,20230811,20260810,20260831 235900
LP-2023-00772,I1170,College of Engineering,Faculty Seed Grant Program,EQP,20230421,85400.00,DCL,,0.00,20230607,,,20260831 235900
LP-2024-00773,I1120,College of Architecture and Design,Global Development Partnership,FEL,20240124,52900.00,ACT,LA-2024-00773,42500.00,20240325,20240513,20260513,20260831 235900
LP-2025-00774,I1180,College of Humanities,Department of Public Health,RES,20250125,112700.00,ACT,LA-2025-00774,95200.00,20250316,20250409,20260409,20260831 235900
LP-2024-00775,I1151,College of Health Sciences,Helix Medical Devices,RES,20240919,76400.00,WD,,0.00,20241229,,,20260831 235900
LP-2026-00776,I1038,College of Science,Helix Medical Devices,RES,20260714,50600.00,AWD,LA-2026-00776,46900.00,20260831,20261101,20281031,20260831 235900
LP-2025-00777,I1037,School of Business,Ontario Research Fund,FEL,20250325,214400.00,DCL,,0.00,20250624,,,20260831 235900
LP-2023-00778,I1093,School of Business,Internal Strategic Research Fund,TRN,20231216,145200.00,DCL,,0.00,20240417,,,20260831 235900
LP-2023-00779,I1135,College of Health Sciences,Faculty Seed Grant Program,RES,20231025,82800.00,ACT,LA-2023-00779,80000.00,20240213,20240416,20260416,20260831 235900
LP-2024-00780,I1045,School of Business,Northstar Analytics,TRN,20241229,27400.00,CLS,LA-2024-00780,25500.00,20250227,20250512,20280511,20260831 235900
LP-2026-00781,I1061,School of Business,Ontario Research Fund,FEL,20260216,81100.00,DCL,,0.00,20260704,,,20260831 235900
LP-2026-00782,I1172,College of Humanities,Vertex Mobility Systems,RES,20260810,108000.00,SUB,,0.00,,,,20260831 235900
LP-2025-00783,I1137,School of Law and Public Policy,Department of Public Health,RES,20251026,156300.00,DCL,,0.00,20251202,,,20260831 235900
LP-2025-00784,I1020,College of Humanities,Vertex Mobility Systems,RES,20251212,63300.00,ACT,LA-2025-00784,46100.00,20260315,20260506,20271028,20260831 235900
LP-2025-00785,I1166,College of Science,Department of Public Health,RES,20250214,164500.00,WD,,0.00,20250604,,,20260831 235900
LP-2025-00786,I1067,College of Social Innovation,National Health Research Council,RES,20251026,15000.00,DCL,,0.00,20260113,,,20260831 235900
LP-2024-00787,I1025,School of Law and Public Policy,Future Cities Foundation,RES,20240331,207400.00,DCL,,0.00,20240702,,,20260831 235900
LP-2025-00788,I1158,College of Science,Natural Sciences Research Council,TRN,20250929,56300.00,DCL,,0.00,20260403,,,20260831 235900
LP-2026-00789,I1027,College of Social Innovation,Biomedical Discovery Foundation,RES,20260523,42900.00,ACT,LA-2026-00789,35900.00,20260831,20261109,20280502,20260831 235900
LP-2025-00790,I1055,College of Health Sciences,Community Wellbeing Trust,RES,20250828,48800.00,DCL,,0.00,20251216,,,20260831 235900
LP-2025-00791,I1145,School of Law and Public Policy,Interdisciplinary Catalyst Fund,RES,20250821,58300.00,ACT,LA-2025-00791,49500.00,20251106,20260109,20290108,20260831 235900
LP-2024-00792,I1079,College of Health Sciences,Urban Resilience Network,EQP,20240922,214700.00,DCL,,0.00,20241118,,,20260831 235900
LP-2023-00793,I1106,College of Engineering,National Science Foundation,RES,20230921,81500.00,CLS,LA-2023-00793,58300.00,20240131,20240215,20250808,20260831 235900
LP-2025-00794,I1034,College of Engineering,Faculty Seed Grant Program,FEL,20250512,180700.00,WD,,0.00,20250922,,,20260831 235900
LP-2023-00795,I1087,College of Health Sciences,Education Access Foundation,RES,20230324,194800.00,DCL,,0.00,20230716,,,20260831 235900
LP-2023-00796,I1051,College of Social Innovation,Internal Strategic Research Fund,TRN,20231206,251300.00,DCL,,0.00,20240506,,,20260831 235900
LP-2026-00797,I1057,School of Law and Public Policy,Biomedical Discovery Foundation,TRN,20260502,143700.00,ACT,LA-2026-00797,137600.00,20260629,20260911,20290910,20260831 235900
LP-2025-00798,I1095,College of Health Sciences,Department of Public Health,RES,20250416,78100.00,DCL,,0.00,20250902,,,20260831 235900
LP-2024-00799,I1136,College of Architecture and Design,Department of Public Health,RES,20240819,41600.00,CLS,LA-2024-00799,28900.00,20241216,20250218,20280218,20260831 235900
LP-2024-00800,I1017,School of Law and Public Policy,Helix Medical Devices,TRN,20241001,205600.00,AWD,LA-2024-00800,153100.00,20250121,20250302,20260824,20260831 235900
LP-2025-00801,I1143,College of Health Sciences,Civic Data Collaborative,RES,20250503,158600.00,ACT,LA-2025-00801,131600.00,20250914,20251005,20270329,20260831 235900
LP-2023-00802,I1053,School of Business,Vertex Mobility Systems,EQP,20230520,97300.00,ACT,LA-2023-00802,77500.00,20231104,20231222,20250614,20260831 235900
LP-2023-00803,I1117,School of Business,Helix Medical Devices,RES,20231002,40200.00,DCL,,0.00,20231115,,,20260831 235900
LP-2024-00804,I1002,College of Engineering,Natural Sciences Research Council,RES,20240106,132100.00,DCL,,0.00,20240416,,,20260831 235900
LP-2024-00805,I1061,School of Business,Faculty Seed Grant Program,RES,20241208,175000.00,DCL,,0.00,20250114,,,20260831 235900
LP-2026-00806,I1176,College of Architecture and Design,Department of Energy and Climate,INT,20260615,82600.00,ACT,LA-2026-00806,69800.00,20260725,20260901,20290831,20260831 235900
LP-2025-00807,I1087,College of Health Sciences,Faculty Seed Grant Program,RES,20250713,325200.00,DCL,,0.00,20250927,,,20260831 235900
LP-2026-00808,I1045,School of Business,National Health Research Council,RES,20260326,124200.00,ACT,LA-2026-00808,91400.00,20260606,20260805,20280804,20260831 235900
LP-2025-00809,I1019,College of Social Innovation,Biomedical Discovery Foundation,RES,20250625,89200.00,DCL,,0.00,20251205,,,20260831 235900
LP-2023-00810,I1125,School of Business,Natural Sciences Research Council,INT,20230125,49500.00,DCL,,0.00,20230531,,,20260831 235900
LP-2023-00811,I1152,College of Architecture and Design,Advanced Technology Agency,TRN,20230722,118400.00,DCL,,0.00,20231005,,,20260831 235900
LP-2023-00812,I1172,College of Humanities,National Science Foundation,TRN,20230407,98600.00,CLS,LA-2023-00812,71900.00,20230930,20231122,20261121,20260831 235900
LP-2025-00813,I1157,School of Business,Global Health Foundation,TRN,20250127,220900.00,ACT,LA-2025-00813,190900.00,20250711,20250831,20280830,20260831 235900
LP-2023-00814,I1024,College of Architecture and Design,Biomedical Discovery Foundation,RES,20231010,250800.00,CLS,LA-2023-00814,176800.00,20240413,20240621,20250621,20260831 235900
LP-2025-00815,I1131,College of Social Innovation,Natural Sciences Research Council,FEL,20250708,210000.00,WD,,0.00,20251008,,,20260831 235900
LP-2023-00816,I1045,School of Business,Northstar Analytics,FEL,20230825,100300.00,DCL,,0.00,20231115,,,20260831 235900
LP-2023-00817,I1143,College of Health Sciences,Department of Public Health,RES,20231110,186100.00,DCL,,0.00,20240318,,,20260831 235900
LP-2024-00818,I1129,School of Law and Public Policy,Natural Sciences Research Council,RES,20240921,48500.00,DCL,,0.00,20241030,,,20260831 235900
LP-2024-00819,I1178,College of Engineering,Biomedical Discovery Foundation,RES,20240924,240200.00,CLS,LA-2024-00819,218300.00,20250218,20250413,20270413,20260831 235900
LP-2025-00820,I1052,College of Humanities,Urban Resilience Network,INT,20250123,155400.00,ACT,LA-2025-00820,136100.00,20250510,20250718,20270718,20260831 235900
LP-2023-00821,I1014,College of Science,National Health Research Council,EQP,20230310,125900.00,DCL,,0.00,20230711,,,20260831 235900
LP-2026-00822,I1157,School of Business,National Science Foundation,TRN,20260509,185900.00,ACT,LA-2026-00822,151300.00,20260831,20260926,20280925,20260831 235900
